Cycle,Week,Subject,URL,Title,EmbedUrl
2,17,History,https://ccconnected.com/content/asset/fullScreen/3519,"History - Cycle 2, Week 17 - Memory Work Audio",https://classicalconversations.widen.net/content/9ch8kva4un/mp3/FD---Memory-Work---History---C2-W17.mp3?u=zq6gep
2,17,Latin,https://ccconnected.com/content/asset/fullScreen/6446,"Latin - Cycle 2, Weeks 17-18 - Memory Work Audio",https://classicalconversations.widen.net/content/zhydrb1bzg/mp3/FD---Memory-Work---Latin---C2---W17.mp3?u=zq6gep
2,17,Math,https://ccconnected.com/content/asset/fullScreen/3719,"Math - All Cycles, Week 17 - Memory Work Audio",https://classicalconversations.widen.net/content/mgert0j7eg/mp3/FD---Memory-Work---Math---C2-W17.mp3?u=zq6gep
2,17,Science,https://ccconnected.com/content/asset/fullScreen/3587,"Science - Cycle 2, Week 17 - Memory Work Audio",https://classicalconversations.widen.net/content/bkx1si0fr9/mp3/FD---Memory-Work---Science---C2-W17.mp3?u=zq6gep
2,17,Timeline,https://ccconnected.com/content/asset/fullScreen/3616,"Timeline - All Cycles, Week 17 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/qoe3zlslqb/mp3/FD---Memory-Work---Timeline---C2-W17-Narration.mp3?u=zq6gep
2,18,English Grammar,https://ccconnected.com/content/asset/fullScreen/3542,"English Grammar - Cycle 2, Week 18 - Memory Work Audio",https://classicalconversations.widen.net/content/d15fcjzrib/mp3/FD---Memory-Work---English-Grammar---C2-W18.mp3?u=zq6gep
2,18,Geography,https://ccconnected.com/content/asset/fullScreen/3565,"Geography - Cycle 2, Week 18 - Memory Work Audio",https://classicalconversations.widen.net/content/xvgoc20scc/mp3/FD---Memory-Work---Geography---C2-W18.mp3?u=zq6gep
2,18,History,https://ccconnected.com/content/asset/fullScreen/3520,"History - Cycle 2, Week 18 - Memory Work Audio",https://classicalconversations.widen.net/content/mw05pvprpx/mp3/FD---Memory-Work---History---C2-W18.mp3?u=zq6gep
2,18,Latin,https://ccconnected.com/content/asset/fullScreen/10938,"Latin - Cycle 2, Weeks 17-18 - Memory Work Audio",https://classicalconversations.widen.net/content/zozbbukk2t/mp3/FD---Memory-Work---Latin---C2---W18.mp3?u=zq6gep
2,18,Math,https://ccconnected.com/content/asset/fullScreen/3718,"Math - All Cycles, Week 18 - Memory Work Audio",https://classicalconversations.widen.net/content/0pn4fkyvqt/mp3/FD---Memory-Work---Math---C2-W18.mp3?u=zq6gep
2,18,Science,https://ccconnected.com/content/asset/fullScreen/3582,"Science - Cycle 2, Week 18 - Memory Work Audio",https://classicalconversations.widen.net/content/a7nxjy4x3u/mp3/FD---Memory-Work---Science---C2-W18.mp3?u=zq6gep
2,18,Timeline,https://ccconnected.com/content/asset/fullScreen/3613,"Timeline - All Cycles, Week 18 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/6tueaek7vl/mp3/FD---Memory-Work---Timeline---C2-W18-Narration.mp3?u=zq6gep
2,19,English Grammar,https://ccconnected.com/content/asset/fullScreen/3536,"English Grammar - Cycle 2, Week 19 - Memory Work Audio",https://classicalconversations.widen.net/content/nly2z36uig/mp3/FD---Memory-Work---English-Grammar---C2-W19.mp3?u=zq6gep
2,19,Geography,https://ccconnected.com/content/asset/fullScreen/3566,"Geography - Cycle 2, Week 19 - Memory Work Audio",https://classicalconversations.widen.net/content/n2ethbnhrg/mp3/FD---Memory-Work---Geography---C2-W19.mp3?u=zq6gep
2,19,History,https://ccconnected.com/content/asset/fullScreen/3526,"History - Cycle 2, Week 19 - Memory Work Audio",https://classicalconversations.widen.net/content/4kxnrkrp5x/mp3/FD---Memory-Work---History---C2-W19.mp3?u=zq6gep
2,19,Latin,https://ccconnected.com/content/asset/fullScreen/6445,"Latin - Cycle 2, Weeks 19-20 - Memory Work Audio",https://classicalconversations.widen.net/content/m75ppi6euv/mp3/FD---Memory-Work---Latin---C2---W19.mp3?u=zq6gep
2,19,Math,https://ccconnected.com/content/asset/fullScreen/3717,"Math - All Cycles, Week 19 - Memory Work Audio",https://classicalconversations.widen.net/content/xnnmt0nsmy/mp3/FD---Memory-Work---Math---C2-W19.mp3?u=zq6gep
2,19,Science,https://ccconnected.com/content/asset/fullScreen/3599,"Science - Cycle 2, Week 19 - Memory Work Audio",https://classicalconversations.widen.net/content/si3wf6ydjr/mp3/FD---Memory-Work---Science---C2-W19.mp3?u=zq6gep
2,19,Timeline,https://ccconnected.com/content/asset/fullScreen/3612,"Timeline - All Cycles, Week 19 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/nk6fmmymjl/mp3/FD---Memory-Work---Timeline---C2-W19-Narration.mp3?u=zq6gep
2,20,English Grammar,https://ccconnected.com/content/asset/fullScreen/3537,"English Grammar - Cycle 2, Week 20 - Memory Work Audio",https://classicalconversations.widen.net/content/xps0sdmyg3/mp3/FD---Memory-Work---English-Grammar---C2-W20.mp3?u=zq6gep
2,20,Geography,https://ccconnected.com/content/asset/fullScreen/3559,"Geography - Cycle 2, Week 20 - Memory Work Audio",https://classicalconversations.widen.net/content/icdtzmoqds/mp3/FD---Memory-Work---Geography---C2-W20.mp3?u=zq6gep
2,20,History,https://ccconnected.com/content/asset/fullScreen/3523,"History - Cycle 2, Week 20 - Memory Work Audio",https://classicalconversations.widen.net/content/ttbmavx1ca/mp3/FD---Memory-Work---History---C2-W20.mp3?u=zq6gep
2,20,Latin,https://ccconnected.com/content/asset/fullScreen/10937,"Latin - Cycle 2, Weeks 19-20 - Memory Work Audio",https://classicalconversations.widen.net/content/ruvyn0xwl8/mp3/FD---Memory-Work---Latin---C2---W20.mp3?u=zq6gep
2,20,Math,https://ccconnected.com/content/asset/fullScreen/3730,"Math - All Cycles, Week 20 - Memory Work Audio",https://classicalconversations.widen.net/content/ewuzgtbgw6/mp3/FD---Memory-Work---Math---C2-W20.mp3?u=zq6gep
2,20,Science,https://ccconnected.com/content/asset/fullScreen/3597,"Science - Cycle 2, Week 20 - Memory Work Audio",https://classicalconversations.widen.net/content/ge14oq1rfb/mp3/FD---Memory-Work---Science---C2-W20.mp3?u=zq6gep
2,20,Timeline,https://ccconnected.com/content/asset/fullScreen/3624,"Timeline - All Cycles, Week 20 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/s0razqa7gh/mp3/FD---Memory-Work---Timeline---C2-W20-Narration.mp3?u=zq6gep
2,21,English Grammar,https://ccconnected.com/content/asset/fullScreen/3561,"English Grammar - Cycle 2, Week 21 - Memory Work Audio",https://classicalconversations.widen.net/content/xhp7zrxry5/mp3/FD---Memory-Work---English-Grammar---C2-W21.mp3?u=zq6gep
2,21,Geography,https://ccconnected.com/content/asset/fullScreen/3584,"Geography - Cycle 2, Week 21 - Memory Work Audio",https://classicalconversations.widen.net/content/cmlwpxvkfl/mp3/FD---Memory-Work---Geography---C2-W21.mp3?u=zq6gep
2,21,History,https://ccconnected.com/content/asset/fullScreen/3521,"History - Cycle 2, Week 21 - Memory Work Audio",https://classicalconversations.widen.net/content/5grue6hqop/mp3/FD---Memory-Work---History---C2-W21.mp3?u=zq6gep
2,21,Latin,https://ccconnected.com/content/asset/fullScreen/6449,"Latin - Cycle 2, Weeks 21-22 - Memory Work Audio",https://classicalconversations.widen.net/content/0yytpozzwz/mp3/FD---Memory-Work---Latin---C2---W21.mp3?u=zq6gep
2,21,Math,https://ccconnected.com/content/asset/fullScreen/3729,"Math - All Cycles, Week 21 - Memory Work Audio",https://classicalconversations.widen.net/content/15zralqgbd/mp3/FD---Memory-Work---Math---C2-W21.mp3?u=zq6gep
2,21,Science,https://ccconnected.com/content/asset/fullScreen/3598,"Science - Cycle 2, Week 21 - Memory Work Audio",https://classicalconversations.widen.net/content/yyeiq53ghc/mp3/FD---Memory-Work---Science---C2-W21.mp3?u=zq6gep
2,21,Timeline,https://ccconnected.com/content/asset/fullScreen/3623,"Timeline - All Cycles, Week 21 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/ceecldbzpf/mp3/FD---Memory-Work---Timeline---C2-W21-Narration.mp3?u=zq6gep
2,22,English Grammar,https://ccconnected.com/content/asset/fullScreen/3560,"English Grammar - Cycle 2, Week 22 - Memory Work Audio",https://classicalconversations.widen.net/content/rh0c5evwpd/mp3/FD---Memory-Work---English-Grammar---C2-W22.mp3?u=zq6gep
2,22,Geography,https://ccconnected.com/content/asset/fullScreen/3579,"Geography - Cycle 2, Week 22 - Memory Work Audio",https://classicalconversations.widen.net/content/bkfrorn5wo/mp3/FD---Memory-Work---Geography---C2-W22.mp3?u=zq6gep
2,22,History,https://ccconnected.com/content/asset/fullScreen/3524,"History - Cycle 2, Week 22 - Memory Work Audio",https://classicalconversations.widen.net/content/ao6vsiikmr/mp3/FD---Memory-Work---History---C2-W22.mp3?u=zq6gep
2,22,Latin,https://ccconnected.com/content/asset/fullScreen/10936,"Latin - Cycle 2, Weeks 21-22 - Memory Work Audio",https://classicalconversations.widen.net/content/eyx7cmqyxe/mp3/FD---Memory-Work---Latin---C2---W22.mp3?u=zq6gep
2,22,Math,https://ccconnected.com/content/asset/fullScreen/3728,"Math - All Cycles, Week 22 - Memory Work Audio",https://classicalconversations.widen.net/content/gkviuinj0w/mp3/FD---Memory-Work---Math---C2-W22.mp3?u=zq6gep
2,22,Science,https://ccconnected.com/content/asset/fullScreen/3594,"Science - Cycle 2, Week 22 - Memory Work Audio",https://classicalconversations.widen.net/content/yuqg3kgdzz/mp3/FD---Memory-Work---Science---C2-W22.mp3?u=zq6gep
2,22,Timeline,https://ccconnected.com/content/asset/fullScreen/3621,"Timeline - All Cycles, Week 22 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/axvebxq95c/mp3/FD---Memory-Work---Timeline---C2-W22-Narration.mp3?u=zq6gep
2,23,English Grammar,https://ccconnected.com/content/asset/fullScreen/3558,"English Grammar - Cycle 2, Week 23 - Memory Work Audio",https://classicalconversations.widen.net/content/u9l08y0t1z/mp3/FD---Memory-Work---English-Grammar---C2-W23.mp3?u=zq6gep
2,23,Geography,https://ccconnected.com/content/asset/fullScreen/3580,"Geography - Cycle 2, Week 23 - Memory Work Audio",https://classicalconversations.widen.net/content/wilqibx7iz/mp3/FD---Memory-Work---Geography---C2-W23.mp3?u=zq6gep
2,23,History,https://ccconnected.com/content/asset/fullScreen/3522,"History - Cycle 2, Week 23 - Memory Work Audio",https://classicalconversations.widen.net/content/otfufcoprk/mp3/FD---Memory-Work---History---C2-W23.mp3?u=zq6gep
2,23,Latin,https://ccconnected.com/content/asset/fullScreen/6444,"Latin - Cycle 2, Weeks 23-24 - Memory Work Audio",https://classicalconversations.widen.net/content/allikd1uy2/mp3/FD---Memory-Work---Latin---C2---W23.mp3?u=zq6gep
2,23,Math,https://ccconnected.com/content/asset/fullScreen/3726,"Math - All Cycles, Week 23 - Memory Work Audio",https://classicalconversations.widen.net/content/ypafhn6vpr/mp3/FD---Memory-Work---Math---C2-W23.mp3?u=zq6gep
2,23,Science,https://ccconnected.com/content/asset/fullScreen/3595,"Science - Cycle 2, Week 23 - Memory Work Audio",https://classicalconversations.widen.net/content/14feubfpaa/mp3/FD---Memory-Work---Science---C2-W23.mp3?u=zq6gep
2,23,Timeline,https://ccconnected.com/content/asset/fullScreen/3619,"Timeline - All Cycles, Week 23 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/sxao2qnmcl/mp3/FD---Memory-Work---Timeline---C2-W23-Narration.mp3?u=zq6gep
2,24,English Grammar,https://ccconnected.com/content/asset/fullScreen/3557,"English Grammar - Cycle 2, Week 24 - Memory Work Audio",https://classicalconversations.widen.net/content/ggwmlcan98/mp3/FD---Memory-Work---English-Grammar---C2-W24.mp3?u=zq6gep
2,24,Geography,https://ccconnected.com/content/asset/fullScreen/3585,"Geography - Cycle 2, Week 24 - Memory Work Audio",https://classicalconversations.widen.net/content/acud37oelj/mp3/FD---Memory-Work---Geography---C2-W24.mp3?u=zq6gep
2,24,History,https://ccconnected.com/content/asset/fullScreen/3525,"History - Cycle 2, Week 24 - Memory Work Audio",https://classicalconversations.widen.net/content/1vnh8bbiz2/mp3/FD---Memory-Work---History---C2-W24.mp3?u=zq6gep
2,24,Latin,https://ccconnected.com/content/asset/fullScreen/10935,"Latin - Cycle 2, Weeks 23-24 - Memory Work Audio",https://classicalconversations.widen.net/content/izqnbghr92/mp3/FD---Memory-Work---Latin---C2---W24.mp3?u=zq6gep
2,24,Math,https://ccconnected.com/content/asset/fullScreen/3724,"Math - All Cycles, Week 24 - Memory Work Audio",https://classicalconversations.widen.net/content/ovjmhfekix/mp3/FD---Memory-Work---Math---C2-W24.mp3?u=zq6gep
2,24,Science,https://ccconnected.com/content/asset/fullScreen/3596,"Science - Cycle 2, Week 24 - Memory Work Audio",https://classicalconversations.widen.net/content/ue7f9qpzzc/mp3/FD---Memory-Work---Science---C2-W24.mp3?u=zq6gep
2,24,Timeline,https://ccconnected.com/content/asset/fullScreen/7685,Timeline Song - NO VOCALS,https://classicalconversations.widen.net/content/urmwxklmrn/mp3/FD---Timeline-Song---C2---NO-VOCALS.mp3?u=zq6gep
